film,ceremony,actor_in_a_leading_role,actor_in_a_supporting_role,actress_in_a_leading_role,actress_in_a_supporting_role,animated_feature_film,animated_short_film,best_picture,cinematography,costume_design,directing,documentary_feature_film,documentary_short_film,film_editing,international_feature_film,live_action_short_film,makeup_and_hairstyling,music_original_score,music_original_song,production_design,sound,visual_effects,writing_adapted_screenplay,writing_original_screenplay,total_oscars_won,won,title_type,imdb_rating,runtime_mins,year,num_votes,directors,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film-noir,history,horror,music,musical,mystery,news,romance,sci-fi,short,sport,talk-show,thriller,war,western,num_nominations,imdb_popularity,num_directors,nominated_acting,nominated_animation,nominated_cinematography,nominated_costume_design,nominated_directing,nominated_documentary,nominated_editing,nominated_international_feature,nominated_makeup_and_hairstyling,nominated_music,nominated_other,nominated_picture,nominated_production_design,nominated_short_film,nominated_sound,nominated_visual_effects,nominated_writing
Nurse Edith Cavell,12th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,6.5,108.0,1939,432,Herbert Wilcox,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2808.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nyad,96th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,7.1,121.0,2023,42783,"Jimmy Chin, Elizabeth Chai Vasarhelyi",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,303759.3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O Brother, Where Art Thou?",73rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,7.7,107.0,2000,340492,"Joel Coen, Ethan Coen",0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2621788.4,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O Quatrilho,68th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,6.8,92.0,1995,1655,Fábio Barreto,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11254.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
O.J.: Made In America,89th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Movie,8.9,467.0,2016,23046,Ezra Edelman,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,205109.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Objective, Burma!",18th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,7.3,142.0,1945,5733,Raoul Walsh,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,41850.9,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
Obsession,49th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,6.7,98.0,1976,12640,Brian De Palma,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,84688.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Odd Man Out,20th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,7.6,116.0,1947,12144,Carol Reed,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,92294.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Of Fathers And Sons,91st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,7.3,99.0,2017,2818,Talal Derki,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20571.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Of Human Bondage,7th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,7.0,83.0,1934,8744,John Cromwell,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61208.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Of Human Hearts,11th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,6.8,103.0,1938,1399,Clarence Brown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9513.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Of Men And Demons,42nd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Short,6.2,11.0,1969,127,John Hubley,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,787.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Of Mice And Men,12th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,7.8,106.0,1939,7193,Lewis Milestone,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,56105.4,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
Of Pups And Puzzles,14th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Short,6.4,10.0,1941,186,George Sidney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1190.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Off The Edge,49th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,6.4,77.0,1976,45,Michael Firth,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,288.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Oh Brother, My Brother",52nd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Short,6.4,14.0,1979,37,"Carol Lowell, Ross Lowell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,236.8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Oh, God!",50th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,6.6,98.0,1977,11211,Carl Reiner,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73992.59999999999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Oh, My Nerves",8th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Short,5.4,18.0,1935,20,Del Lord,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,108.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Oisin,43rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Short,7.3,17.0,1970,56,Patrick Carey,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,408.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Oklahoma!,28th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1,Movie,7.0,145.0,1955,14931,Fred Zinnemann,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,104517.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Oktapodi,81st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Short,7.2,3.0,2007,3606,"Julien Bocabeille, François-Xavier Chanioux, Olivier Delabarre, Thierry Marchand, Quentin Marmier, Emud Mokhberi",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25963.2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver!,41st,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1,Movie,7.4,153.0,1968,42932,Carol Reed,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,317696.8,1,2,0,1,1,1,0,1,0,0,0,2,1,1,0,1,0,0
Omar,86th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,7.5,98.0,2013,15903,Hany Abu-Assad,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,119272.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Omnibus,65th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Short,7.2,8.0,1992,636,Sam Karmann,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4579.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
On Any Sunday,44th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,7.7,96.0,1971,1642,Bruce Brown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12643.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
On Body And Soul,90th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,7.5,116.0,2017,30749,Ildikó Enyedi,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,230617.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
On Golden Pond,54th,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1,Movie,7.6,109.0,1981,36290,Mark Rydell,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,275804.0,1,3,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0
On My Mind,94th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Short,6.6,18.0,2021,986,Martin Strange-Hansen,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6507.599999999999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
On Tiptoe: Gentle Steps To Freedom,73rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,7.5,58.0,2000,56,Eric Simonson,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,420.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
On The Beach,32nd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,7.1,134.0,1959,15004,Stanley Kramer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,106528.4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
On The Bowery,30th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,7.4,65.0,1956,1242,Lionel Rogosin,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9190.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
On The Riviera,24th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,6.3,89.0,1951,1223,Walter Lang,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7704.9,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
On The Ropes,72nd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,7.3,94.0,1999,487,"Nanette Burstein, Brett Morgen",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3555.1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
On The Town,22nd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Movie,7.3,98.0,1949,19368,"Stanley Donen, Gene Kelly",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,141386.4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
On The Twelfth Day...,28th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Short,7.1,20.0,1955,157,Wendy Toye,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1114.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
On The Waterfront,27th,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,1,Movie,8.1,108.0,1954,171579,Elia Kazan,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1389789.9,1,5,0,1,0,1,0,1,0,0,0,2,1,1,0,0,0,0
Once,80th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Movie,7.8,86.0,2006,123114,John Carney,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,960289.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Once More, My Darling",22nd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,6.6,92.0,1949,248,"Robert Montgomery, Michael Gordon",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1636.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Once Upon A Honeymoon,15th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,6.4,117.0,1942,3411,Leo McCarey,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,21830.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
One Day Crossing,73rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Short,7.7,25.0,2001,149,Joan Stein Schimke,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1147.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
One Day In September,72nd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Movie,7.8,94.0,1999,6467,Kevin Macdonald,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,50442.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
One Droopy Knight,30th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Short,6.7,7.0,1957,526,Michael Lah,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3524.2000000000003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Fine Day,69th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,6.5,108.0,1996,49552,Michael Hoffman,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,322088.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
One Flew Over The Cuckoos Nest,48th,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1,Movie,8.7,133.0,1975,1112574,Milos Forman,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9679393.8,1,3,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
One Foot In Heaven,14th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,6.6,108.0,1941,1565,Irving Rapper,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10329.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
One Hour With You,5th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,7.0,78.0,1932,3062,"George Cukor, Ernst Lubitsch",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,21434.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
One Hundred Men And A Girl,10th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Movie,6.7,84.0,1937,1318,Henry Koster,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,8830.6,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0
One Man Band,78th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Short,7.6,4.0,2005,17447,"Mark Andrews, Andrew Jimenez",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,132597.19999999998,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Million B.C.,13th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,5.7,80.0,1940,1808,"Hal Roach Jr., Hal Roach",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,10305.6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
One Night In Miami...,93rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,7.1,114.0,2020,35119,Regina King,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,249344.9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
One Night Of Love,7th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1,Movie,5.6,84.0,1934,792,Victor Schertzinger,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,4435.2,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
"One Potato, Two Potato",37th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,7.2,92.0,1964,977,Larry Peerce,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7034.400000000001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
One Small Step,91st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Short,7.4,8.0,2018,3042,"Andrew Chesworth, Bobby Pontillas",0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,22510.8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Survivor Remembers,68th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Short,7.9,39.0,1995,396,Kary Antholis,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3128.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
One True Thing,71st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,6.9,127.0,1998,13069,Carl Franklin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90176.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Way Passage,6th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,Movie,7.5,67.0,1932,4664,Tay Garnett,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,34980.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
One Who Came Back,24th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Short,6.9,21.0,1952,98,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,676.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
One From The Heart,55th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Movie,6.5,107.0,1981,8383,Francis Ford Coppola,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,54489.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
